"Experiment_ID","Timestamp","Sensor_ID","X_ft","Y_ft","Z_ft","Temperature_F","Relative_Humidity_pct","Dew_Point_F","Dew_Point_Depression_F","Bin_ID"
"Experiment",2026-08-07 08:30:00,"S11",26.25,6.25,16,76.84,62.6,63.1104551374637,13.7295448625363,"B011"
"Experiment",2026-08-07 08:30:00,"S12",8.75,18.75,16,75.92,65.2,63.3994501151778,12.5205498848222,"B012"
"Experiment",2026-08-07 08:30:00,"S13",26.25,18.75,16,76.66,64.5,63.7929439100443,12.8670560899557,"B013"
"Experiment",2026-08-07 08:30:00,"S14",17.5,12.5,20,76.73,64.3,63.7705534683855,12.9594465316145,"B014"
"Experiment",2026-08-07 08:30:00,"S15",5,12.5,24,75.37,65.6,63.0517353340054,12.3182646659946,"B015"
"Experiment",2026-08-07 08:30:00,"S16",30,12.5,24,77.38,61.1,62.9289876934499,14.4510123065501,"B016"
"Experiment",2026-08-07 08:30:00,"S17",17.5,3,24,76.08,62.5,62.3476926701367,13.7323073298633,"B017"
"Experiment",2026-08-07 08:30:00,"S18",17.5,22,24,77.25,63.3,63.8148382700865,13.4351617299135,"B018"
"Experiment",2026-08-07 08:30:00,"S19",5,5,11,74.5,67,62.8255456700694,11.6744543299306,"B019"
"Experiment",2026-08-07 08:30:00,"S20",30,20,11,76.56,63.4,63.2076521540182,13.3523478459818,"B020"
"Experiment",2026-08-07 08:45:00,"S01",2.5,2.5,3,74.13,66.2,62.1324285065752,11.9975714934248,"B001"
"Experiment",2026-08-07 08:45:00,"S02",17.5,2.5,3,74.79,64,61.8007629959821,12.9892370040179,"B002"
"Experiment",2026-08-07 08:45:00,"S03",32.5,2.5,3,76.16,62.7,62.5139261715046,13.6460738284954,"B003"
"Experiment",2026-08-07 08:45:00,"S04",2.5,12.5,8,74.77,67.4,63.2521143536834,11.5178856463166,"B004"
"Experiment",2026-08-07 08:45:00,"S05",17.5,12.5,8,76.09,64.2,63.1201422381639,12.9698577618361,"B005"
"Experiment",2026-08-07 08:45:00,"S06",32.5,12.5,8,76.38,63.2,62.9475551399379,13.4324448600621,"B006"
"Experiment",2026-08-07 08:45:00,"S07",2.5,22.5,13,75.78,66.3,63.7438706534437,12.0361293465563,"B007"
"Experiment",2026-08-07 08:45:00,"S08",17.5,22.5,13,76.53,65.7,64.1965686698064,12.3334313301936,"B008"
"Experiment",2026-08-07 08:45:00,"S09",32.5,22.5,13,77.57,63.6,64.2525289892655,13.3174710107345,"B009"
"Experiment",2026-08-07 08:45:00,"S10",8.75,6.25,16,75.22,64.5,62.4286704845416,12.7913295154584,"B010"
"Experiment",2026-08-07 08:45:00,"S11",26.25,6.25,16,76.65,62.5,62.8856289227556,13.7643710772444,"B011"
"Experiment",2026-08-07 08:45:00,"S12",8.75,18.75,16,76.11,67.3,64.4859895104977,11.6240104895023,"B012"
"Experiment",2026-08-07 08:45:00,"S13",26.25,18.75,16,76.76,63.6,63.4865413016323,13.2734586983677,"B013"
"Experiment",2026-08-07 08:45:00,"S14",17.5,12.5,20,76.6,63.4,63.2454667487817,13.3545332512183,"B014"
"Experiment",2026-08-07 08:45:00,"S15",5,12.5,24,75.85,65.5,63.4639326808926,12.3860673191074,"B015"
"Experiment",2026-08-07 08:45:00,"S16",30,12.5,24,77.65,61.4,63.322627655026,14.327372344974,"B016"
"Experiment",2026-08-07 08:45:00,"S17",17.5,3,24,76.18,62.7,62.5328088849203,13.6471911150797,"B017"
"Experiment",2026-08-07 08:45:00,"S18",17.5,22,24,77.27,64.3,64.2819025181478,12.9880974818522,"B018"
"Experiment",2026-08-07 08:45:00,"S19",5,5,11,74.63,66.7,62.8216256152559,11.8083743847441,"B019"
"Experiment",2026-08-07 08:45:00,"S20",30,20,11,76.79,64,63.6938281757983,13.0961718242017,"B020"
"Experiment",2026-08-07 09:00:00,"S01",2.5,2.5,3,74.41,67.3,62.8669274004451,11.5430725995548,"B001"
"Experiment",2026-08-07 09:00:00,"S02",17.5,2.5,3,74.93,66.3,62.9358203419939,11.9941796580061,"B002"
"Experiment",2026-08-07 09:00:00,"S03",32.5,2.5,3,76.22,62.4,62.4343482794496,13.7856517205504,"B003"
"Experiment",2026-08-07 09:00:00,"S04",2.5,12.5,8,74.64,68.1,63.42271060549,11.21728939451,"B004"
"Experiment",2026-08-07 09:00:00,"S05",17.5,12.5,8,76.08,65.3,63.5949631253261,12.4850368746739,"B005"
"Experiment",2026-08-07 09:00:00,"S06",32.5,12.5,8,76.68,62.5,62.9139403511684,13.7660596488316,"B006"
"Experiment",2026-08-07 09:00:00,"S07",2.5,22.5,13,75.5,67.5,63.989867059788,11.510132940212,"B007"
"Experiment",2026-08-07 09:00:00,"S08",17.5,22.5,13,76.57,64.7,63.7960885650059,12.7739114349941,"B008"
"Experiment",2026-08-07 09:00:00,"S09",32.5,22.5,13,77.63,63.4,64.2191326952663,13.4108673047337,"B009"
"Experiment",2026-08-07 09:00:00,"S10",8.75,6.25,16,75.23,65.1,62.7012139377534,12.5287860622466,"B010"
"Experiment",2026-08-07 09:00:00,"S11",26.25,6.25,16,76.92,61.2,62.5425490093893,14.3774509906107,"B011"
"Experiment",2026-08-07 09:00:00,"S12",8.75,18.75,16,76.33,65.7,64.0066708754595,12.3233291245405,"B012"
"Experiment",2026-08-07 09:00:00,"S13",26.25,18.75,16,76.88,63.6,63.6000254283252,13.2799745716748,"B013"
"Experiment",2026-08-07 09:00:00,"S14",17.5,12.5,20,76.98,63.1,63.4693821565915,13.5106178434085,"B014"
"Experiment",2026-08-07 09:00:00,"S15",5,12.5,24,76,65.5,63.6063108406838,12.3936891593162,"B015"
"Experiment",2026-08-07 09:00:00,"S16",30,12.5,24,77.52,61.5,63.2465867839487,14.2734132160513,"B016"
"Experiment",2026-08-07 09:00:00,"S17",17.5,3,24,76.45,63.9,63.3274617358633,13.1225382641367,"B017"
"Experiment",2026-08-07 09:00:00,"S18",17.5,22,24,77.12,64.3,64.1398642028763,12.9801357971237,"B018"
"Experiment",2026-08-07 09:00:00,"S19",5,5,11,74.81,65.7,62.5633158467852,12.2466841532148,"B019"
"Experiment",2026-08-07 09:00:00,"S20",30,20,11,77.14,63.4,63.7559467638462,13.3840532361538,"B020"
"Experiment",2026-08-07 09:15:00,"S01",2.5,2.5,3,74.63,66.5,62.736230309981,11.893769690019,"B001"
"Experiment",2026-08-07 09:15:00,"S02",17.5,2.5,3,75.05,64.3,62.179492899113,12.870507100887,"B002"
"Experiment",2026-08-07 09:15:00,"S03",32.5,2.5,3,76.22,62.6,62.5252292970107,13.6947707029893,"B003"
"Experiment",2026-08-07 09:15:00,"S04",2.5,12.5,8,74.71,67.2,63.1103156558356,11.5996843441644,"B004"
"Experiment",2026-08-07 09:15:00,"S05",17.5,12.5,8,75.92,66.3,63.876954445646,12.043045554354,"B005"
"Experiment",2026-08-07 09:15:00,"S06",32.5,12.5,8,76.63,63.9,63.4977908124071,13.1322091875929,"B006"
"Experiment",2026-08-07 09:15:00,"S07",2.5,22.5,13,75.7,67.4,64.1379988366098,11.5620011633902,"B007"
"Experiment",2026-08-07 09:15:00,"S08",17.5,22.5,13,77.04,64.5,64.1529242397352,12.8870757602648,"B008"
"Experiment",2026-08-07 09:15:00,"S09",32.5,22.5,13,77.46,62.5,63.6500021844478,13.8099978155522,"B009"
"Experiment",2026-08-07 09:15:00,"S10",8.75,6.25,16,75.52,65.1,62.9762897701427,12.5437102298573,"B010"
"Experiment",2026-08-07 09:15:00,"S11",26.25,6.25,16,77.21,62,63.1851762970316,14.0248237029684,"B011"
"Experiment",2026-08-07 09:15:00,"S12",8.75,18.75,16,76.19,65.4,63.7430222237773,12.4469777762227,"B012"
"Experiment",2026-08-07 09:15:00,"S13",26.25,18.75,16,77.23,63.5,63.8860489175931,13.343951082407,"B013"
"Experiment",2026-08-07 09:15:00,"S14",17.5,12.5,20,76.8,63.4,63.4345371150016,13.3654628849984,"B014"
"Experiment",2026-08-07 09:15:00,"S15",5,12.5,24,76.23,66.2,64.1284581521226,12.1015418478774,"B015"
"Experiment",2026-08-07 09:15:00,"S16",30,12.5,24,77.79,61.4,63.4544460218709,14.3355539781291,"B016"
"Experiment",2026-08-07 09:15:00,"S17",17.5,3,24,76.41,61.6,62.2472434319013,14.1627565680987,"B017"
"Experiment",2026-08-07 09:15:00,"S18",17.5,22,24,77.46,64.1,64.372605677686,13.087394322314,"B018"
"Experiment",2026-08-07 09:15:00,"S19",5,5,11,75.03,65.4,62.6421318734614,12.3878681265386,"B019"
"Experiment",2026-08-07 09:15:00,"S20",30,20,11,76.89,62.8,63.2485202921005,13.6414797078995,"B020"
"Experiment",2026-08-07 09:30:00,"S01",2.5,2.5,3,74.31,67.2,62.7294000489511,11.5805999510489,"B001"
"Experiment",2026-08-07 09:30:00,"S02",17.5,2.5,3,74.81,64.4,61.9962129989791,12.8137870010209,"B002"
"Experiment",2026-08-07 09:30:00,"S03",32.5,2.5,3,76.44,63.5,63.1390893680893,13.3009106319107,"B003"
"Experiment",2026-08-07 09:30:00,"S04",2.5,12.5,8,74.83,67.6,63.3937335571174,11.4362664428826,"B004"
"Experiment",2026-08-07 09:30:00,"S05",17.5,12.5,8,76.21,64.3,63.2781141802947,12.9318858197053,"B005"
"Experiment",2026-08-07 09:30:00,"S06",32.5,12.5,8,76.65,63.7,63.4273088973063,13.2226911026937,"B006"
"Experiment",2026-08-07 09:30:00,"S07",2.5,22.5,13,76.02,67.5,64.4852638195699,11.5347361804301,"B007"
"Experiment",2026-08-07 09:30:00,"S08",17.5,22.5,13,77.14,65,64.4687259368857,12.6712740631143,"B008"
"Experiment",2026-08-07 09:30:00,"S09",32.5,22.5,13,77.79,63.1,64.2346148147839,13.5553851852162,"B009"
"Experiment",2026-08-07 09:30:00,"S10",8.75,6.25,16,75.52,66.2,63.453658957728,12.066341042272,"B010"
"Experiment",2026-08-07 09:30:00,"S11",26.25,6.25,16,77.32,61.1,62.8725251548293,14.4474748451707,"B011"
"Experiment",2026-08-07 09:30:00,"S12",8.75,18.75,16,76.42,65.9,64.179060503535,12.240939496465,"B012"
"Experiment",2026-08-07 09:30:00,"S13",26.25,18.75,16,77.26,62.1,63.278234613855,13.981765386145,"B013"
"Experiment",2026-08-07 09:30:00,"S14",17.5,12.5,20,76.85,62,62.8457853541675,14.0042146458325,"B014"
"Experiment",2026-08-07 09:30:00,"S15",5,12.5,24,76.14,64.6,63.3444706605263,12.7955293394737,"B015"
"Experiment",2026-08-07 09:30:00,"S16",30,12.5,24,77.84,60.5,63.0806960023812,14.7593039976188,"B016"
"Experiment",2026-08-07 09:30:00,"S17",17.5,3,24,76.5,60.7,61.9146666165367,14.5853333834633,"B017"
"Experiment",2026-08-07 09:30:00,"S18",17.5,22,24,77.57,63.9,64.3872308152014,13.1827691847986,"B018"
"Experiment",2026-08-07 09:30:00,"S19",5,5,11,75.16,66.2,63.1114881589294,12.0485118410705,"B019"
"Experiment",2026-08-07 09:30:00,"S20",30,20,11,77.08,64.2,64.0574813377241,13.0225186622759,"B020"
"Experiment",2026-08-07 09:45:00,"S01",2.5,2.5,3,74.48,66.2,62.4651304794425,12.0148695205575,"B001"
"Experiment",2026-08-07 09:45:00,"S02",17.5,2.5,3,75.08,64.1,62.1195522737501,12.9604477262499,"B002"
"Experiment",2026-08-07 09:45:00,"S03",32.5,2.5,3,76.17,62.5,62.4326323875001,13.7373676124999,"B003"
"Experiment",2026-08-07 09:45:00,"S04",2.5,12.5,8,74.9,66.6,63.0357874840424,11.8642125159576,"B004"
"Experiment",2026-08-07 09:45:00,"S05",17.5,12.5,8,76.22,65,63.5963583939907,12.6236416060093,"B005"
"Experiment",2026-08-07 09:45:00,"S06",32.5,12.5,8,76.98,62.6,63.2425969804119,13.7374030195881,"B006"
"Experiment",2026-08-07 09:45:00,"S07",2.5,22.5,13,75.89,66.7,64.0203296707465,11.8696703292535,"B007"
"Experiment",2026-08-07 09:45:00,"S08",17.5,22.5,13,76.78,64.1,63.7289375452681,13.0510624547319,"B008"
"Experiment",2026-08-07 09:45:00,"S09",32.5,22.5,13,77.75,62.9,64.1060222032855,13.6439777967145,"B009"
"Experiment",2026-08-07 09:45:00,"S10",8.75,6.25,16,75.81,65.2,63.2950970747876,12.5149029252124,"B010"
"Experiment",2026-08-07 09:45:00,"S11",26.25,6.25,16,77.31,61.5,63.0488127137954,14.2611872862046,"B011"
"Experiment",2026-08-07 09:45:00,"S12",8.75,18.75,16,76.6,64.7,63.8245196100412,12.7754803899588,"B012"
"Experiment",2026-08-07 09:45:00,"S13",26.25,18.75,16,77.25,63.3,63.8148382700865,13.4351617299135,"B013"
"Experiment",2026-08-07 09:45:00,"S14",17.5,12.5,20,77.07,64.7,64.2699270727701,12.8000729272299,"B014"
"Experiment",2026-08-07 09:45:00,"S15",5,12.5,24,76.26,63.3,62.8791255171569,13.3808744828431,"B015"
"Experiment",2026-08-07 09:45:00,"S16",30,12.5,24,77.92,60.8,63.2968126581965,14.6231873418035,"B016"
"Experiment",2026-08-07 09:45:00,"S17",17.5,3,24,76.69,62.4,62.8778187824663,13.8121812175337,"B017"
"Experiment",2026-08-07 09:45:00,"S18",17.5,22,24,77.63,62.2,63.6730292576832,13.9569707423168,"B018"
"Experiment",2026-08-07 09:45:00,"S19",5,5,11,74.95,66.1,62.8688740373085,12.0811259626915,"B019"
"Experiment",2026-08-07 09:45:00,"S20",30,20,11,77.31,64.5,64.408690534687,12.901309465313,"B020"
"Experiment",2026-08-07 10:00:00,"S01",2.5,2.5,3,74.72,65.2,62.2609862647488,12.4590137352512,"B001"
"Experiment",2026-08-07 10:00:00,"S02",17.5,2.5,3,75.24,63.2,61.8701570583386,13.3698429416614,"B002"
"Experiment",2026-08-07 10:00:00,"S03",32.5,2.5,3,76.64,62.6,62.921677287966,13.718322712034,"B003"
"Experiment",2026-08-07 10:00:00,"S04",2.5,12.5,8,74.75,68.3,63.6113037404621,11.1386962595379,"B004"
"Experiment",2026-08-07 10:00:00,"S05",17.5,12.5,8,76.39,63.4,63.0469381868266,13.3430618131734,"B005"
"Experiment",2026-08-07 10:00:00,"S06",32.5,12.5,8,82.5,62.1,68.2175366643524,14.2824633356476,"B006"
"Experiment",2026-08-07 10:00:00,"S07",2.5,22.5,13,75.98,66.8,64.1487928637168,11.8312071362832,"B007"
"Experiment",2026-08-07 10:00:00,"S08",17.5,22.5,13,76.96,63.9,63.8100517879414,13.1499482120586,"B008"
"Experiment",2026-08-07 10:00:00,"S09",32.5,22.5,13,77.82,64.1,64.7133512729157,13.1066487270843,"B009"
"Experiment",2026-08-07 10:00:00,"S10",8.75,6.25,16,75.5,64.7,62.7819866351345,12.7180133648655,"B010"
"Experiment",2026-08-07 10:00:00,"S11",26.25,6.25,16,77.22,61.5,62.9640508421582,14.2559491578418,"B011"
"Experiment",2026-08-07 10:00:00,"S12",8.75,18.75,16,76.61,65.6,64.2289384396313,12.3810615603687,"B012"
"Experiment",2026-08-07 10:00:00,"S13",26.25,18.75,16,77.11,64.3,64.1303948974172,12.9796051025828,"B013"
"Experiment",2026-08-07 10:00:00,"S14",17.5,12.5,20,77.27,63.2,63.7885829338377,13.4814170661623,"B014"
"Experiment",2026-08-07 10:00:00,"S15",5,12.5,24,76.13,64.1,63.113620613183,13.016379386817,"B015"
"Experiment",2026-08-07 10:00:00,"S16",30,12.5,24,85,60.9,70.0001660550163,14.9998339449837,"B016"
"Experiment",2026-08-07 10:00:00,"S17",17.5,3,24,76.76,61.9,62.7150408093529,14.0449591906471,"B017"
"Experiment",2026-08-07 10:00:00,"S18",17.5,22,24,77.67,63.5,64.3020477160226,13.3679522839774,"B018"
"Experiment",2026-08-07 10:00:00,"S19",5,5,11,75.19,65.4,62.7939869655349,12.3960130344651,"B019"
"Experiment",2026-08-07 10:00:00,"S20",30,20,11,77.27,63.7,64.0137462961812,13.2562537038188,"B020"
"Experiment",2026-08-07 10:15:00,"S01",2.5,2.5,3,74.47,66.1,62.4127000679029,12.0572999320971,"B001"
"Experiment",2026-08-07 10:15:00,"S02",17.5,2.5,3,75.02,64,62.0184871915863,13.0015128084137,"B002"
"Experiment",2026-08-07 10:15:00,"S03",32.5,2.5,3,76.31,63,62.7912491365174,13.5187508634826,"B003"
"Experiment",2026-08-07 10:15:00,"S04",2.5,12.5,8,74.86,68,63.5906117530095,11.2693882469905,"B004"
"Experiment",2026-08-07 10:15:00,"S05",17.5,12.5,8,76.57,64.8,63.8402012805676,12.7297987194324,"B005"
"Experiment",2026-08-07 10:15:00,"S06",32.5,12.5,8,76.58,62.4,62.774030033615,13.805969966385,"B006"
"Experiment",2026-08-07 10:15:00,"S07",2.5,22.5,13,75.93,66.1,63.8001580531096,12.1298419468904,"B007"
"Experiment",2026-08-07 10:15:00,"S08",17.5,22.5,13,76.75,65.2,64.1868012505937,12.5631987494063,"B008"
"Experiment",2026-08-07 10:15:00,"S09",32.5,22.5,13,77.7,62.3,63.7849160911866,13.9150839088134,"B009"
"Experiment",2026-08-07 10:15:00,"S10",8.75,6.25,16,75.49,65.8,63.2523892158654,12.2376107841346,"B010"
"Experiment",2026-08-07 10:15:00,"S11",26.25,6.25,16,77.15,61.5,62.8981242965886,14.2518757034114,"B011"
"Experiment",2026-08-07 10:15:00,"S12",8.75,18.75,16,76.46,66.2,64.3470443578115,12.1129556421885,"B012"
"Experiment",2026-08-07 10:15:00,"S13",26.25,18.75,16,77.12,63.4,63.7370406615719,13.3829593384281,"B013"
"Experiment",2026-08-07 10:15:00,"S14",17.5,12.5,20,77.24,63.8,64.0302121450857,13.2097878549143,"B014"
"Experiment",2026-08-07 10:15:00,"S15",5,12.5,24,76.35,64.2,63.3663221530689,12.9836778469311,"B015"
"Experiment",2026-08-07 10:15:00,"S16",30,12.5,24,77.98,60.5,63.2122748019079,14.7677251980921,"B016"
"Experiment",2026-08-07 10:15:00,"S17",17.5,3,24,76.63,62.9,63.0483074235927,13.5816925764073,"B017"
"Experiment",2026-08-07 10:15:00,"S18",17.5,22,24,77.67,63.6,64.3470904588021,13.3229095411979,"B018"
"Experiment",2026-08-07 10:15:00,"S19",5,5,11,74.94,66,62.8163066398277,12.1236933601723,"B019"
"Experiment",2026-08-07 10:15:00,"S20",30,20,11,77.07,62.6,63.3275441548954,13.7424558451046,"B020"
"Experiment",2026-08-07 10:30:00,"S01",2.5,2.5,3,74.35,66.9,62.6402996827226,11.7097003172774,"B001"
"Experiment",2026-08-07 10:30:00,"S02",17.5,2.5,3,74.82,64.9,62.224992114434,12.595007885566,"B002"
"Experiment",2026-08-07 10:30:00,"S03",32.5,2.5,3,76.39,62.1,62.4578590008967,13.9321409991033,"B003"
"Experiment",2026-08-07 10:30:00,"S04",2.5,12.5,8,74.93,67.4,63.4045304480642,11.5254695519358,"B004"
"Experiment",2026-08-07 10:30:00,"S05",17.5,12.5,8,76.16,64.3,63.2307627444406,12.9292372555594,"B005"
"Experiment",2026-08-07 10:30:00,"S06",32.5,12.5,8,76.79,61.6,62.6052265940472,14.1847734059528,"B006"
"Experiment",2026-08-07 10:30:00,"S07",2.5,22.5,13,75.84,66.7,63.9727649979415,11.8672350020585,"B007"
"Experiment",2026-08-07 10:30:00,"S08",17.5,22.5,13,76.73,65.2,64.1678297643337,12.5621702356663,"B008"
"Experiment",2026-08-07 10:30:00,"S09",32.5,22.5,13,77.7,63.7,64.4204447160544,13.2795552839456,"B009"
"Experiment",2026-08-07 10:30:00,"S10",8.75,6.25,16,68,64.4,55.5423018235043,12.4576981764957,"B010"
"Experiment",2026-08-07 10:30:00,"S11",26.25,6.25,16,76.97,62.6,63.2331583497631,13.7368416502369,"B011"
"Experiment",2026-08-07 10:30:00,"S12",8.75,18.75,16,76.51,66.6,64.5671153502092,11.9428846497908,"B012"
"Experiment",2026-08-07 10:30:00,"S13",26.25,18.75,16,77.05,63.1,63.5355162145228,13.5144837854772,"B013"
"Experiment",2026-08-07 10:30:00,"S14",17.5,12.5,20,77.09,63.3,63.6636192035757,13.4263807964243,"B014"
"Experiment",2026-08-07 10:30:00,"S15",5,12.5,24,76.13,63.5,62.8459601925716,13.2840398074284,"B015"
"Experiment",2026-08-07 10:30:00,"S16",30,12.5,24,77.88,61.6,63.6319809772195,14.2480190227805,"B016"
"Experiment",2026-08-07 10:30:00,"S17",17.5,3,24,76.76,63.7,63.531357260802,13.228642739198,"B017"
"Experiment",2026-08-07 10:30:00,"S18",17.5,22,24,77.48,63.6,64.1674227437617,13.3125772562383,"B018"
"Experiment",2026-08-07 10:30:00,"S19",5,5,11,75.02,67,63.3205441407355,11.6994558592645,"B019"
"Experiment",2026-08-07 10:30:00,"S20",30,20,11,76.88,63.6,63.6000254283252,13.2799745716748,"B020"
"Experiment",2026-08-07 10:45:00,"S01",2.5,2.5,3,74.16,65,61.6426969480708,12.5173030519292,"B001"
"Experiment",2026-08-07 10:45:00,"S02",17.5,2.5,3,74.74,63.7,61.6204433239527,13.1195566760473,"B002"
"Experiment",2026-08-07 10:45:00,"S03",32.5,2.5,3,76.4,61.9,62.3756979862388,14.0243020137612,"B003"
"Experiment",2026-08-07 10:45:00,"S04",2.5,12.5,8,74.69,66.2,62.6647458325615,12.0252541674385,"B004"
"Experiment",2026-08-07 10:45:00,"S05",17.5,12.5,8,76.22,64.1,63.1988210197287,13.0211789802713,"B005"
"Experiment",2026-08-07 10:45:00,"S06",32.5,12.5,8,76.78,62.1,62.8256241776185,13.9543758223815,"B006"
