"Experiment_ID","Timestamp","X_ft","Y_ft","Z_ft","Predicted_Temperature_F","Predicted_Relative_Humidity_pct","Predicted_Dew_Point_F","Predicted_Dew_Point_Depression_F","Grid_Resolution_X_ft","Grid_Resolution_Y_ft","Grid_Resolution_Z_ft","IDW_Power"
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,4,0,55.6336042619448,85.6985080332555,51.3487692941877,4.28483496775702,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,4,0,55.6115219163973,85.7273423054491,51.3316199147154,4.27990200168195,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,4,0,55.5989362980119,85.7328278641441,51.3163687731001,4.28256752491174,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,4,0,55.5955575733793,85.7171417521146,51.3036726191625,4.29188495421677,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,6,0,55.5299445289252,85.8361563073373,51.2743524740451,4.2555920548801,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,6,0,55.5231518998925,85.8768975885751,51.2851308956631,4.23802100422934,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,6,0,55.525454693209,85.8980249486065,51.2989375318697,4.22651716133933,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,6,0,55.537873801172,85.8955872079403,51.3152618086342,4.2226119925378,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,6,0,55.5581087144872,85.8720083738885,51.3321002201434,4.22600849434378,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,6,0,55.5783122213883,85.8415703594845,51.3455039009942,4.23280832039417,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,6,0,55.5870316372708,85.8272974825211,51.3507308087018,4.23630082856898,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,6,0,55.5783122213883,85.8415703594845,51.3455039009942,4.23280832039417,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,6,0,55.5581087144872,85.8720083738885,51.3321002201434,4.22600849434378,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,6,0,55.537873801172,85.8955872079403,51.3152618086342,4.2226119925378,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,6,0,55.525454693209,85.8980249486065,51.2989375318697,4.22651716133933,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,6,0,55.5231518998925,85.8768975885751,51.2851308956631,4.23802100422934,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,6,0,55.5299445289252,85.8361563073373,51.2743524740451,4.2555920548801,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,8,0,55.4543507026653,85.9645806993705,51.236997399816,4.21735330284934,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,8,0,55.4327460146306,86.0392040931556,51.243863071953,4.18888294267767,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,8,0,55.4185439256827,86.0996596068148,51.2538767979662,4.16466712771651,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,8,0,55.4131675234055,86.1413371644765,51.2667186632184,4.14644886018707,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,8,0,55.4156754189088,86.1630842473696,51.2805670061503,4.13510841275853,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,8,0,55.421632812522,86.1697261932763,51.291786688449,4.12984612407302,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,8,0,55.4246873405575,86.1702987191679,51.2961770302343,4.12851031032323,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,8,0,55.421632812522,86.1697261932763,51.291786688449,4.12984612407302,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,8,0,55.4156754189088,86.1630842473696,51.2805670061503,4.13510841275853,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,8,0,55.4131675234055,86.1413371644765,51.2667186632184,4.14644886018707,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,8,0,55.4185439256827,86.0996596068148,51.2538767979662,4.16466712771651,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,8,0,55.4327460146306,86.0392040931556,51.243863071953,4.18888294267767,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,8,0,55.4543507026653,85.9645806993705,51.236997399816,4.21735330284934,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,10,0,55.3714125729249,86.0930518009591,51.1911303238107,4.18028224911419,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,10,0,55.3310053821309,86.2073502431665,51.1917174280598,4.13928795407114,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,10,0,55.2954333647271,86.3146299817814,51.1952115613608,4.10022180336632,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,10,0,55.2668594764486,86.4092602334347,51.2017299505969,4.06512952585167,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,10,0,55.2463936735277,86.4855424659619,51.2100609029577,4.03633277056992,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,10,0,55.2340835391898,86.5368606303319,51.2173634162418,4.01672012294799,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,10,0,55.2299237356629,86.5553518576941,51.2203057347955,4.00961800086746,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,10,0,55.2340835391898,86.5368606303319,51.2173634162418,4.01672012294799,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,10,0,55.2463936735277,86.4855424659619,51.2100609029577,4.03633277056992,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,10,0,55.2668594764486,86.4092602334347,51.2017299505969,4.06512952585167,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,10,0,55.2954333647271,86.3146299817814,51.1952115613608,4.10022180336632,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,10,0,55.3310053821309,86.2073502431665,51.1917174280598,4.13928795407114,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,10,0,55.3714125729249,86.0930518009591,51.1911303238107,4.18028224911419,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,12,0,55.2849198334564,86.2102827133819,51.1368865725563,4.14803326090015,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,12,0,55.2224663083883,86.3667658732876,51.1284948826639,4.0939714257244,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,12,0,55.1619000512124,86.5231049813829,51.1222460168452,4.03965403436724,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,12,0,55.107104429468,86.6706065012355,51.1190325116342,3.98807191783384,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,12,0,55.0625105166813,86.7969515050848,51.1189027189329,3.94360779774841,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,12,0,55.0327905460316,86.8853871072044,51.1204514136137,3.91233913241787,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,12,0,55.0222385063032,86.9177497039375,51.1213678161246,3.90087069017862,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,12,0,55.0327905460316,86.8853871072044,51.1204514136137,3.91233913241787,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,12,0,55.0625105166813,86.7969515050848,51.1189027189329,3.94360779774841,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,12,0,55.107104429468,86.6706065012355,51.1190325116342,3.98807191783384,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,12,0,55.1619000512124,86.5231049813829,51.1222460168452,4.03965403436724,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,12,0,55.2224663083883,86.3667658732876,51.1284948826639,4.0939714257244,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,12,0,55.2849198334564,86.2102827133819,51.1368865725563,4.14803326090015,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,14,0,55.1996718173571,86.3043813590245,51.0753148496213,4.12435696773588,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,14,0,55.1123622790034,86.5036820042694,51.0550909114261,4.05727136757723,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,14,0,55.0229744717963,86.7102754256411,51.0353461915425,3.98762828025381,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,14,0,54.9376000546792,86.9112060848119,51.0178443115202,3.919755743159,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,14,0,54.865022963416,87.0860111392724,51.0044616402313,3.86056132318465,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,14,0,54.8155334415283,87.2080719003859,50.9964076855811,3.81912575594719,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,14,0,54.7978752785287,87.2523205132233,50.993794669998,3.80408060853073,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,14,0,54.8155334415283,87.2080719003859,50.9964076855811,3.81912575594719,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,14,0,54.865022963416,87.0860111392724,51.0044616402313,3.86056132318465,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,14,0,54.9376000546792,86.9112060848119,51.0178443115202,3.919755743159,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,14,0,55.0229744717963,86.7102754256411,51.0353461915425,3.98762828025381,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,14,0,55.1123622790034,86.5036820042694,51.0550909114261,4.05727136757723,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,14,0,55.1996718173571,86.3043813590245,51.0753148496213,4.12435696773588,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,16,0,55.121914471692,86.3625709179873,51.0087231317071,4.11319133998499,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,16,0,55.0078575771332,86.60365319793,50.9742650487244,4.03359252840878,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,16,0,54.8858117974347,86.8623487725751,50.9375761460441,3.94823565139066,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,16,0,54.7635131128891,87.1226595493935,50.9011164602496,3.86239665263946,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,16,0,54.6544140679432,87.3559906554162,50.8689218982422,3.78549216970097,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,16,0,54.576884675245,87.5225156758818,50.8462582401483,3.73062643509673,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,16,0,54.5485329795157,87.5835673074692,50.8380175635513,3.71051541596447,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,16,0,54.576884675245,87.5225156758818,50.8462582401483,3.73062643509673,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,16,0,54.6544140679432,87.3559906554162,50.8689218982422,3.78549216970097,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,16,0,54.7635131128891,87.1226595493935,50.9011164602496,3.86239665263946,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,16,0,54.8858117974347,86.8623487725751,50.9375761460441,3.94823565139066,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,16,0,55.0078575771332,86.60365319793,50.9742650487244,4.03359252840878,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,16,0,55.121914471692,86.3625709179873,51.0087231317071,4.11319133998499,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,18,0,55.0597359885549,86.3702780531107,50.9407451181745,4.11899087038038,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,18,0,54.9196449060239,86.647846714642,50.8909810486266,4.02866385739731,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,18,0,54.7641209614331,86.9563312431172,50.8357323247228,3.92838863671033,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,18,0,54.6016969420206,87.2789722590417,50.778063598042,3.8236333439786,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,18,0,54.4503211182448,87.5800511927223,50.7243296619971,3.72599145624768,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,18,0,54.3383679269105,87.8028781999728,50.6845684344113,3.65379949249921,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,18,0,54.2963922277725,87.8864418789133,50.6696494871179,3.62674274065458,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,18,0,54.3383679269105,87.8028781999728,50.6845684344113,3.65379949249921,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,18,0,54.4503211182448,87.5800511927223,50.7243296619971,3.72599145624768,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,18,0,54.6016969420206,87.2789722590417,50.778063598042,3.8236333439786,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,18,0,54.7641209614331,86.9563312431172,50.8357323247228,3.92838863671033,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,18,0,54.9196449060239,86.647846714642,50.8909810486266,4.02866385739731,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,18,0,55.0597359885549,86.3702780531107,50.9407451181745,4.11899087038038,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,20,0,55.0224121193943,86.3118773528628,50.8758714398872,4.14654067950709,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,20,0,54.8612998539563,86.6129309294123,50.8116164589617,4.04968339499459,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,20,0,54.6777201560749,86.9577880927176,50.7389586492734,3.93876150680144,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,20,0,54.4807701922114,87.3301687181876,50.6617667498803,3.81900344233113,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,20,0,54.2925110472564,87.6885884298894,50.5887720967027,3.70373895055364,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,20,0,54.1504200311465,87.9607568670541,50.5342112400444,3.61620879110216,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,20,0,54.0965255045031,88.064364225207,50.5136386602098,3.58288684429333,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,20,0,54.1504200311465,87.9607568670541,50.5342112400444,3.61620879110216,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,20,0,54.2925110472564,87.6885884298894,50.5887720967027,3.70373895055364,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,20,0,54.4807701922114,87.3301687181876,50.6617667498803,3.81900344233113,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,20,0,54.6777201560749,86.9577880927176,50.7389586492734,3.93876150680144,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,20,0,54.8612998539563,86.6129309294123,50.8116164589617,4.04968339499459,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,20,0,55.0224121193943,86.3118773528628,50.8758714398872,4.14654067950709,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,22,0,55.0185387274131,86.1740264940678,50.8186240048194,4.19991472259369,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,22,0,54.8460051634748,86.4767497377806,50.7424519011541,4.10355326232061,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,22,0,54.6463538066921,86.8313669595257,50.6558298228332,3.99052398385887,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,22,0,54.4292032901005,87.2225392588032,50.5635485970628,3.86565469303769,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,22,0,54.2196531253699,87.6055220838596,50.4764430066986,3.74321011867129,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,22,0,54.0608507789192,87.8993818383094,50.4117162524852,3.649134526434,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,22,0,54.0005908018046,88.0117140389537,50.3874462995193,3.61314450228535,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,22,0,54.0608507789192,87.8993818383094,50.4117162524852,3.649134526434,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,22,0,54.2196531253699,87.6055220838596,50.4764430066986,3.74321011867129,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,22,0,54.4292032901005,87.2225392588032,50.5635485970628,3.86565469303769,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,22,0,54.6463538066921,86.8313669595257,50.6558298228332,3.99052398385887,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,22,0,54.8460051634748,86.4767497377806,50.7424519011541,4.10355326232061,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,22,0,55.0185387274131,86.1740264940678,50.8186240048194,4.19991472259369,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,24,0,55.0538087545739,85.9502486182705,50.7728208579686,4.28098789660524,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,24,0,54.8829218692938,86.2261020307567,50.6885852890126,4.1943365802812,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,24,0,54.6837440243673,86.5541086846808,50.5927838778143,4.09096014655307,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,24,0,54.4654736374264,86.9215746719282,50.4907229896667,3.97475064775973,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,24,0,54.2533597095593,87.2864724176647,50.3943730322815,3.85898667727779,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,24,0,54.091757472922,87.5693929101414,50.3227499937245,3.7690074791975,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,24,0,54.0302672665744,87.6781141186229,50.2958842957374,3.73438297083693,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,24,0,54.091757472922,87.5693929101414,50.3227499937245,3.7690074791975,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,24,0,54.2533597095593,87.2864724176647,50.3943730322815,3.85898667727779,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,24,0,54.4654736374264,86.9215746719282,50.4907229896667,3.97475064775973,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,24,0,54.6837440243673,86.5541086846808,50.5927838778143,4.09096014655307,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,24,0,54.8829218692938,86.2261020307567,50.6885852890126,4.1943365802812,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,24,0,55.0538087545739,85.9502486182705,50.7728208579686,4.28098789660524,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,26,0,55.1292021642992,85.6449559009935,50.7410998236501,4.38810234064912,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,26,0,54.9747506415824,85.862845547325,50.6535488594147,4.32120178216762,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,26,0,54.7954211634356,86.1226981482833,50.5544770657737,4.24094409766196,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,6,26,0,54.5989855029286,86.4161529922297,50.4492243919724,4.14976111095616,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,8,26,0,54.4070157818156,86.7120051564384,50.3496986389406,4.05731714287502,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,10,26,0,54.2591339070968,86.9459895711915,50.2752523574805,3.98388154961635,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,12,26,0,54.2023145128058,87.03727224721,50.2471519763671,3.95516253643863,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,14,26,0,54.2591339070968,86.9459895711915,50.2752523574805,3.98388154961635,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,16,26,0,54.4070157818156,86.7120051564384,50.3496986389406,4.05731714287502,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,18,26,0,54.5989855029286,86.4161529922297,50.4492243919724,4.14976111095616,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,20,26,0,54.7954211634356,86.1226981482833,50.5544770657737,4.24094409766196,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,22,26,0,54.9747506415824,85.862845547325,50.6535488594147,4.32120178216762,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,24,26,0,55.1292021642992,85.6449559009935,50.7410998236501,4.38810234064912,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,0,28,0,55.23973912742,85.2759949375967,50.7245170484976,4.51522207892242,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,2,28,0,55.1155548381437,85.4087750263215,50.6387631613874,4.47679167675626,2,2,2,2
"Wifi_Test_July_22nd",2026-07-22 19:00:00,4,28,0,54.9755308365426,85.5610646607542,50.5431466081502,4.4323842283924,2,2,2,2
