"Experiment_ID","Timestamp","Sensor_ID","X_ft","Y_ft","Z_ft","Temperature_F","Relative_Humidity_pct","Dew_Point_F","Dew_Point_Depression_F","Bin_ID"
"Cooler_10",2026-05-22 07:00:00,"1F20",0,20,18,50.1,74.1,42.1717722435856,7.92822775641444,"B008"
"Cooler_10",2026-05-22 19:00:00,"1C60",8,32,18,62.1,59.4,47.7831917063726,14.3168082936274,"B001"
"Cooler_10",2026-05-22 19:00:00,"1C94",8,32,6,69.1,50.9,50.1617422687156,18.9382577312844,"B002"
"Cooler_10",2026-05-22 19:00:00,"1CC4",24,32,20,51.3,85,46.9442570533895,4.35574294661052,"B003"
"Cooler_10",2026-05-22 19:00:00,"1EB4",0,20,6,52,81.1,46.3838003809187,5.61619961908127,"B004"
"Cooler_10",2026-05-22 19:00:00,"1EC8",36,32,18,50.4,83.1,45.4643429359447,4.93565706405533,"B005"
"Cooler_10",2026-05-22 19:00:00,"1F0C",36,32,6,71.5,49.4,51.561784912091,19.938215087909,"B006"
"Cooler_10",2026-05-22 19:00:00,"1EFO",24,32,6,69.1,50.6,50.0026360474135,19.0973639525865,"B007"
"Cooler_10",2026-05-22 19:00:00,"1F20",0,20,18,53.1,80,47.0938760387528,6.00612396124716,"B008"
"Cooler_10",2026-05-23 07:00:00,"1C60",8,32,18,53.7,50.8,35.8982238152217,17.8017761847783,"B001"
"Cooler_10",2026-05-23 07:00:00,"1C94",8,32,6,64.4,46.6,43.5081925053125,20.8918074946875,"B002"
"Cooler_10",2026-05-23 07:00:00,"1CC4",24,32,20,40.7,83,35.9406298667052,4.75937013329482,"B003"
"Cooler_10",2026-05-23 07:00:00,"1EB4",0,20,6,44.4,74.6,36.8378070524588,7.56219294754118,"B004"
"Cooler_10",2026-05-23 07:00:00,"1EC8",36,32,18,45.8,70.3,36.6806240643928,9.11937593560721,"B005"
"Cooler_10",2026-05-23 07:00:00,"1F0C",36,32,6,69.1,45.1,46.9274846973982,22.1725153026018,"B006"
"Cooler_10",2026-05-23 07:00:00,"1EFO",24,32,6,65.4,45,43.5058782616204,21.8941217383796,"B007"
"Cooler_10",2026-05-23 07:00:00,"1F20",0,20,18,47,73.5,38.9699983636602,8.03000163633982,"B008"
"Cooler_10",2026-05-23 19:00:00,"1C60",8,32,18,48.2,54.6,32.6021956387708,15.5978043612292,"B001"
"Cooler_10",2026-05-23 19:00:00,"1C94",8,32,6,61.4,48.4,41.749200854464,19.650799145536,"B002"
"Cooler_10",2026-05-23 19:00:00,"1CC4",24,32,20,38.3,80.7,32.8899390661217,5.41006093387829,"B003"
"Cooler_10",2026-05-23 19:00:00,"1EB4",0,20,6,41.7,70.7,32.8852881778251,8.8147118221749,"B004"
"Cooler_10",2026-05-23 19:00:00,"1EC8",36,32,18,43.2,69.4,33.8615712272314,9.33842877276858,"B005"
"Cooler_10",2026-05-23 19:00:00,"1F0C",36,32,6,66.2,45,44.2331552297835,21.9668447702165,"B006"
"Cooler_10",2026-05-23 19:00:00,"1EFO",24,32,6,62.1,46.2,41.1845502666917,20.9154497333083,"B007"
"Cooler_10",2026-05-23 19:00:00,"1F20",0,20,18,45.8,71.8,37.2165866247058,8.58341337529417,"B008"
"Cooler_10",2026-05-24 07:00:00,"1C60",8,32,18,40.4,65.2,29.638313825169,10.761686174831,"B001"
"Cooler_10",2026-05-24 07:00:00,"1C94",8,32,6,58.7,47.3,38.6821318278829,20.0178681721171,"B002"
"Cooler_10",2026-05-24 07:00:00,"1CC4",24,32,20,36.1,80.2,30.5897974921158,5.51020250788417,"B003"
"Cooler_10",2026-05-24 07:00:00,"1EB4",0,20,6,40,67.1,29.9625877999551,10.0374122000449,"B004"
"Cooler_10",2026-05-24 07:00:00,"1EC8",36,32,18,40.7,70.4,31.8187964500402,8.88120354995984,"B005"
"Cooler_10",2026-05-24 07:00:00,"1F0C",36,32,6,63.4,47.4,43.0387032213602,20.3612967786398,"B006"
"Cooler_10",2026-05-24 07:00:00,"1EFO",24,32,6,59.1,47.1,38.9397972151878,20.1602027848122,"B007"
"Cooler_10",2026-05-24 07:00:00,"1F20",0,20,18,43.4,69.4,34.0533306936282,9.34666930637184,"B008"
"Cooler_10",2026-05-24 19:00:00,"1C60",8,32,18,40.5,66.8,30.3298946421007,10.1701053578993,"B001"
"Cooler_10",2026-05-24 19:00:00,"1C94",8,32,6,56.9,50.6,38.753128478098,18.146871521902,"B002"
"Cooler_10",2026-05-24 19:00:00,"1CC4",24,32,20,35.7,81.3,30.5353203844941,5.16467961550586,"B003"
"Cooler_10",2026-05-24 19:00:00,"1EB4",0,20,6,40.8,69.4,31.5601800584822,9.23981994151781,"B004"
"Cooler_10",2026-05-24 19:00:00,"1EC8",36,32,18,39.5,74.2,31.9668221076986,7.53317789230136,"B005"
"Cooler_10",2026-05-24 19:00:00,"1F0C",36,32,6,60.8,48.4,41.1986165169343,19.6013834830657,"B006"
"Cooler_10",2026-05-24 19:00:00,"1EFO",24,32,6,56.6,51.5,38.927319659564,17.672680340436,"B007"
"Cooler_10",2026-05-24 19:00:00,"1F20",0,20,18,43.2,70.8,34.3620991992138,8.83790080078619,"B008"
"Cooler_10",2026-05-25 07:00:00,"1C60",8,32,18,35.9,74.2,28.4872065155596,7.41279348444044,"B001"
"Cooler_10",2026-05-25 07:00:00,"1C94",8,32,6,55.3,48.9,36.4089319378628,18.8910680621372,"B002"
"Cooler_10",2026-05-25 07:00:00,"1CC4",24,32,20,34.2,81.2,29.0400375199289,5.15996248007114,"B003"
"Cooler_10",2026-05-25 07:00:00,"1EB4",0,20,6,38.3,70.3,29.4782647278487,8.82173527215125,"B004"
"Cooler_10",2026-05-25 07:00:00,"1EC8",36,32,18,37.7,73.2,29.8933227179707,7.8066772820293,"B005"
"Cooler_10",2026-05-25 07:00:00,"1F0C",36,32,6,58.5,51.9,40.8843157807711,17.6156842192289,"B006"
"Cooler_10",2026-05-25 07:00:00,"1EFO",24,32,6,54.2,50.2,36.0595756525952,18.1404243474048,"B007"
"Cooler_10",2026-05-25 07:00:00,"1F20",0,20,18,41.7,73.4,33.8213058311633,7.87869416883674,"B008"
"Cooler_10",2026-05-25 19:00:00,"1C60",8,32,18,34.6,83.6,30.1464040663093,4.45359593369067,"B001"
"Cooler_10",2026-05-25 19:00:00,"1C94",8,32,6,54.3,53.4,37.7204800321703,16.5795199678297,"B002"
"Cooler_10",2026-05-25 19:00:00,"1CC4",24,32,20,35.1,87.5,31.7639180159776,3.33608198402235,"B003"
"Cooler_10",2026-05-25 19:00:00,"1EB4",0,20,6,40.6,77.8,34.2145395639804,6.38546043601958,"B004"
"Cooler_10",2026-05-25 19:00:00,"1EC8",36,32,18,36.5,82.4,31.6494760491889,4.85052395081109,"B005"
"Cooler_10",2026-05-25 19:00:00,"1F0C",36,32,6,56.4,49.6,37.7823701080816,18.6176298919184,"B006"
"Cooler_10",2026-05-25 19:00:00,"1EFO",24,32,6,51.9,51.3,34.4805702091546,17.4194297908454,"B007"
"Cooler_10",2026-05-25 19:00:00,"1F20",0,20,18,41,72,32.6657548766735,8.3342451233265,"B008"
"Cooler_10",2026-05-26 07:00:00,"1C60",8,32,18,36.9,71,28.3750242284317,8.52497577156827,"B001"
"Cooler_10",2026-05-26 07:00:00,"1C94",8,32,6,53.4,51.8,36.1134772661162,17.2865227338838,"B002"
"Cooler_10",2026-05-26 07:00:00,"1CC4",24,32,20,34.2,78.4,28.1824746681102,6.01752533188975,"B003"
"Cooler_10",2026-05-26 07:00:00,"1EB4",0,20,6,39.5,66.7,29.3381973311794,10.1618026688206,"B004"
"Cooler_10",2026-05-26 07:00:00,"1EC8",36,32,18,36.5,77.1,30.0081448949147,6.49185510508525,"B005"
"Cooler_10",2026-05-26 07:00:00,"1F0C",36,32,6,54.5,50.3,36.3867425292201,18.1132574707799,"B006"
"Cooler_10",2026-05-26 07:00:00,"1EFO",24,32,6,50,55.1,34.5090709547915,15.4909290452085,"B007"
"Cooler_10",2026-05-26 07:00:00,"1F20",0,20,18,40.7,68.7,31.213409517671,9.48659048232904,"B008"
"Cooler_10",2026-05-26 19:00:00,"1C60",8,32,18,36.6,71,28.0864716791349,8.51352832086507,"B001"
"Cooler_10",2026-05-26 19:00:00,"1C94",8,32,6,52.6,51.8,35.3725681151723,17.2274318848277,"B002"
"Cooler_10",2026-05-26 19:00:00,"1CC4",24,32,20,35.4,78.4,29.3498084923622,6.05019150763784,"B003"
"Cooler_10",2026-05-26 19:00:00,"1EB4",0,20,6,41,66.7,30.7703585223407,10.2296414776593,"B004"
"Cooler_10",2026-05-26 19:00:00,"1EC8",36,32,18,36.2,77.1,29.7168902977548,6.48310970224516,"B005"
"Cooler_10",2026-05-26 19:00:00,"1F0C",36,32,6,52.7,50.3,34.7254598042448,17.9745401957552,"B006"
"Cooler_10",2026-05-26 19:00:00,"1EFO",24,32,6,48.3,55.1,32.9225395553274,15.3774604446726,"B007"
"Cooler_10",2026-05-26 19:00:00,"1F20",0,20,18,41.7,68.7,32.1712915855506,9.52870841444943,"B008"
"Cooler_10",2026-05-27 07:00:00,"1C60",8,32,18,36.6,79.4,30.8297436489175,5.77025635108251,"B001"
"Cooler_10",2026-05-27 07:00:00,"1C94",8,32,6,51.9,55.2,36.3276731516169,15.5723268483831,"B002"
"Cooler_10",2026-05-27 07:00:00,"1CC4",24,32,20,36.7,81,31.4204816348918,5.27951836510825,"B003"
"Cooler_10",2026-05-27 07:00:00,"1EB4",0,20,6,39.7,75.3,32.525946136765,7.17405386323503,"B004"
"Cooler_10",2026-05-27 07:00:00,"1EC8",36,32,18,36,82.8,31.2801556872748,4.71984431272521,"B005"
"Cooler_10",2026-05-27 07:00:00,"1F0C",36,32,6,50.8,51.8,33.7051666172943,17.0948333827057,"B006"
"Cooler_10",2026-05-27 07:00:00,"1EFO",24,32,6,46.5,59.7,33.2346168145489,13.2653831854511,"B007"
"Cooler_10",2026-05-27 07:00:00,"1F20",0,20,18,40.3,72.1,32.0260761151819,8.27392388481808,"B008"
"Cooler_10",2026-05-27 19:00:00,"1C60",8,32,18,36.9,87.9,33.6507422992148,3.24925770078524,"B001"
"Cooler_10",2026-05-27 19:00:00,"1C94",8,32,6,51,56.1,35.8960912438019,15.1039087561981,"B002"
"Cooler_10",2026-05-27 19:00:00,"1CC4",24,32,20,38.8,85.3,34.7668590956567,4.0331409043433,"B003"
"Cooler_10",2026-05-27 19:00:00,"1EB4",0,20,6,40.6,77.2,34.0205104150461,6.5794895849539,"B004"
"Cooler_10",2026-05-27 19:00:00,"1EC8",36,32,18,35.9,90,33.2539587479214,2.64604125207861,"B005"
"Cooler_10",2026-05-27 19:00:00,"1F0C",36,32,6,48.7,55.1,33.2958773020151,15.4041226979849,"B006"
"Cooler_10",2026-05-27 19:00:00,"1EFO",24,32,6,44.7,65.6,33.8853634770571,10.8146365229429,"B007"
"Cooler_10",2026-05-27 19:00:00,"1F20",0,20,18,40.8,78.4,34.6017316985955,6.19826830140447,"B008"
"Cooler_10",2026-05-28 07:00:00,"1C60",8,32,18,36,86.2,32.2779996543757,3.72200034562432,"B001"
"Cooler_10",2026-05-28 07:00:00,"1C94",8,32,6,50.2,56.7,35.4161471896181,14.7838528103819,"B002"
"Cooler_10",2026-05-28 07:00:00,"1CC4",24,32,20,36.9,86.1,33.1339098569776,3.7660901430224,"B003"
"Cooler_10",2026-05-28 07:00:00,"1EB4",0,20,6,39.7,75.9,32.7235030981248,6.97649690187517,"B004"
"Cooler_10",2026-05-28 07:00:00,"1EC8",36,32,18,35.5,87.2,32.0725884412235,3.42741155877646,"B005"
"Cooler_10",2026-05-28 07:00:00,"1F0C",36,32,6,46.8,59,33.2226689042035,13.5773310957965,"B006"
"Cooler_10",2026-05-28 07:00:00,"1EFO",24,32,6,43,69.3,33.6337463420973,9.36625365790268,"B007"
"Cooler_10",2026-05-28 07:00:00,"1F20",0,20,18,39,78.8,32.9781318972579,6.02186810274207,"B008"
"Cooler_10",2026-05-28 19:00:00,"1C60",8,32,18,35.6,87.4,32.2279556596292,3.37204434037081,"B001"
"Cooler_10",2026-05-28 19:00:00,"1C94",8,32,6,49.3,57.7,35.0130507955514,14.2869492044486,"B002"
"Cooler_10",2026-05-28 19:00:00,"1CC4",24,32,20,35.7,90.8,33.2771795066185,2.42282049338149,"B003"
"Cooler_10",2026-05-28 19:00:00,"1EB4",0,20,6,39.6,77,32.985073777324,6.61492622267598,"B004"
"Cooler_10",2026-05-28 19:00:00,"1EC8",36,32,18,35.5,87.6,32.186253601683,3.31374639831697,"B005"
"Cooler_10",2026-05-28 19:00:00,"1F0C",36,32,6,44.7,62.5,32.6767499258116,12.0232500741884,"B006"
"Cooler_10",2026-05-28 19:00:00,"1EFO",24,32,6,41.7,67.7,31.8073570492602,9.89264295073984,"B007"
"Cooler_10",2026-05-28 19:00:00,"1F20",0,20,18,38.4,80.1,32.8015241714936,5.59847582850636,"B008"
"Cooler_10",2026-05-29 07:00:00,"1C60",8,32,18,35.8,86.1,32.0525367209678,3.74746327903222,"B001"
"Cooler_10",2026-05-29 07:00:00,"1C94",8,32,6,48.4,59.6,34.9823180699478,13.4176819300522,"B002"
"Cooler_10",2026-05-29 07:00:00,"1CC4",24,32,20,35.3,84.5,31.096824573216,4.20317542678402,"B003"
"Cooler_10",2026-05-29 07:00:00,"1EB4",0,20,6,40.8,71.9,32.4385806778812,8.36141932211882,"B004"
"Cooler_10",2026-05-29 07:00:00,"1EC8",36,32,18,35.7,85.8,31.8676273661304,3.83237263386961,"B005"
"Cooler_10",2026-05-29 07:00:00,"1F0C",36,32,6,42.9,67.4,32.8440934936048,10.0559065063952,"B006"
"Cooler_10",2026-05-29 07:00:00,"1EFO",24,32,6,40.7,72.3,32.4802555665059,8.21974443349407,"B007"
"Cooler_10",2026-05-29 07:00:00,"1F20",0,20,18,38.9,78.7,32.8491792820537,6.05082071794626,"B008"
"Cooler_10",2026-05-29 19:00:00,"1C60",8,32,18,36.6,86.4,32.925677426898,3.67432257310201,"B001"
"Cooler_10",2026-05-29 19:00:00,"1C94",8,32,6,47.4,62.2,35.1128752444505,12.2871247555494,"B002"
"Cooler_10",2026-05-29 19:00:00,"1CC4",24,32,20,37.6,78.9,31.647178075471,5.95282192452896,"B003"
"Cooler_10",2026-05-29 19:00:00,"1EB4",0,20,6,41.6,69.6,32.3989137156018,9.20108628439825,"B004"
"Cooler_10",2026-05-29 19:00:00,"1EC8",36,32,18,37.5,80.2,31.9550213875356,5.54497861246435,"B005"
"Cooler_10",2026-05-29 19:00:00,"1F0C",36,32,6,41.3,73.9,33.6049516202278,7.6950483797722,"B006"
"Cooler_10",2026-05-29 19:00:00,"1EFO",24,32,6,39.8,77.4,33.3085110380318,6.49148896196817,"B007"
"Cooler_10",2026-05-29 19:00:00,"1F20",0,20,18,39.8,73.9,32.1560938311603,7.64390616883965,"B008"
"Cooler_10",2026-05-30 07:00:00,"1C60",8,32,18,37,86.8,33.4344229044531,3.56557709554686,"B001"
"Cooler_10",2026-05-30 07:00:00,"1C94",8,32,6,47.7,63.8,36.0379821899337,11.6620178100663,"B002"
"Cooler_10",2026-05-30 07:00:00,"1CC4",24,32,20,36.1,78.3,29.9993200039864,6.10067999601356,"B003"
"Cooler_10",2026-05-30 07:00:00,"1EB4",0,20,6,40.6,70.9,31.8982485011824,8.70175149881763,"B004"
"Cooler_10",2026-05-30 07:00:00,"1EC8",36,32,18,38.9,75.6,31.8501028768676,7.04989712313242,"B005"
"Cooler_10",2026-05-30 07:00:00,"1F0C",36,32,6,39.9,78,33.5986044510688,6.30139554893121,"B006"
"Cooler_10",2026-05-30 07:00:00,"1EFO",24,32,6,39,82.6,34.1555101397075,4.8444898602925,"B007"
"Cooler_10",2026-05-30 07:00:00,"1F20",0,20,18,39.2,73.5,31.4420912272939,7.75790877270606,"B008"
"Cooler_10",2026-05-30 19:00:00,"1C60",8,32,18,37.9,86,34.0878137216552,3.81218627834478,"B001"
"Cooler_10",2026-05-30 19:00:00,"1C94",8,32,6,45.5,63.3,33.7525496833283,11.7474503166717,"B002"
"Cooler_10",2026-05-30 19:00:00,"1CC4",24,32,20,38.6,73.2,30.7618630984527,7.83813690154727,"B003"
"Cooler_10",2026-05-30 19:00:00,"1EB4",0,20,6,42.6,65.9,31.998047443718,10.601952556282,"B004"
"Cooler_10",2026-05-30 19:00:00,"1EC8",36,32,18,40,74.2,32.4500266656549,7.54997333434508,"B005"
"Cooler_10",2026-05-30 19:00:00,"1F0C",36,32,6,39.1,81.4,33.8866541138856,5.21334588611435,"B006"
"Cooler_10",2026-05-30 19:00:00,"1EFO",24,32,6,38.8,84.4,34.5004008550295,4.29959914497047,"B007"
"Cooler_10",2026-05-30 19:00:00,"1F20",0,20,18,42.1,69.9,32.9857467299288,9.11425327007124,"B008"
"Cooler_10",2026-05-31 07:00:00,"1C60",8,32,18,38.1,81.1,32.8179345607223,5.28206543927774,"B001"
"Cooler_10",2026-05-31 07:00:00,"1C94",8,32,6,44.7,65.1,33.6938965968742,11.0061034031258,"B002"
"Cooler_10",2026-05-31 07:00:00,"1CC4",24,32,20,37.8,75.7,30.8173177053601,6.98268229463985,"B003"
"Cooler_10",2026-05-31 07:00:00,"1EB4",0,20,6,41.9,65,30.9907457361145,10.9092542638855,"B004"
"Cooler_10",2026-05-31 07:00:00,"1EC8",36,32,18,40,76.2,33.1125611666304,6.88743883336964,"B005"
"Cooler_10",2026-05-31 07:00:00,"1F0C",36,32,6,38.6,83.3,33.9754347246729,4.62456527532711,"B006"
"Cooler_10",2026-05-31 07:00:00,"1EFO",24,32,6,38.7,85.1,34.6096956081245,4.09030439187548,"B007"
"Cooler_10",2026-05-31 07:00:00,"1F20",0,20,18,41.9,71,33.183123255928,8.71687674407204,"B008"
"Cooler_10",2026-05-31 19:00:00,"1C60",8,32,18,38.4,81.6,33.2642172765861,5.13578272341385,"B001"
"Cooler_10",2026-05-31 19:00:00,"1C94",8,32,6,44,66.5,33.5589366107764,10.4410633892236,"B002"
"Cooler_10",2026-05-31 19:00:00,"1CC4",24,32,20,38.3,75.5,31.2362355147078,7.06376448529216,"B003"
"Cooler_10",2026-05-31 19:00:00,"1EB4",0,20,6,41.6,63.7,30.207273257419,11.392726742581,"B004"
"Cooler_10",2026-05-31 19:00:00,"1EC8",36,32,18,39.8,75.6,32.7217446558011,7.07825534419891,"B005"
"Cooler_10",2026-05-31 19:00:00,"1F0C",36,32,6,38.4,85.5,34.4328549498404,3.96714505015964,"B006"
"Cooler_10",2026-05-31 19:00:00,"1EFO",24,32,6,38.8,84.5,34.530131287321,4.26986871267901,"B007"
"Cooler_10",2026-05-31 19:00:00,"1F20",0,20,18,42,70.5,33.1028924913025,8.89710750869747,"B008"
"Cooler_10",2026-06-01 07:00:00,"1C60",8,32,18,38.8,83,34.0808642449068,4.71913575509321,"B001"
"Cooler_10",2026-06-01 07:00:00,"1C94",8,32,6,43.3,75.7,36.144362810667,7.15563718933304,"B002"
"Cooler_10",2026-06-01 07:00:00,"1CC4",24,32,20,38.5,79.6,32.7430094809223,5.7569905190777,"B003"
"Cooler_10",2026-06-01 07:00:00,"1EB4",0,20,6,42.1,69.3,32.7709102837146,9.32908971628539,"B004"
"Cooler_10",2026-06-01 07:00:00,"1EC8",36,32,18,40.1,78.8,34.0484915228202,6.05150847717982,"B005"
"Cooler_10",2026-06-01 07:00:00,"1F0C",36,32,6,38.2,86.1,34.4118372646182,3.7881627353818,"B006"
"Cooler_10",2026-06-01 07:00:00,"1EFO",24,32,6,38.8,84.3,34.4706392007952,4.32936079920476,"B007"
"Cooler_10",2026-06-01 07:00:00,"1F20",0,20,18,42.3,74.1,34.6386490510807,7.66135094891932,"B008"
"Cooler_10",2026-06-01 19:00:00,"1C60",8,32,18,38.7,82.8,33.9225593014215,4.77744069857854,"B001"
"Cooler_10",2026-06-01 19:00:00,"1C94",8,32,6,42.6,77.1,35.9290623359476,6.67093766405243,"B002"
"Cooler_10",2026-06-01 19:00:00,"1CC4",24,32,20,37,79.9,31.3746787451072,5.62532125489282,"B003"
"Cooler_10",2026-06-01 19:00:00,"1EB4",0,20,6,40.7,71.5,32.2036471822226,8.49635281777741,"B004"
"Cooler_10",2026-06-01 19:00:00,"1EC8",36,32,18,40,75.8,32.9812974506413,7.0187025493587,"B005"
"Cooler_10",2026-06-01 19:00:00,"1F0C",36,32,6,38.2,86.7,34.5861816519759,3.61381834802406,"B006"
"Cooler_10",2026-06-01 19:00:00,"1EFO",24,32,6,39,85.1,34.9041939192396,4.09580608076035,"B007"
"Cooler_10",2026-06-01 19:00:00,"1F20",0,20,18,39.4,79.2,33.4938619530984,5.90613804690162,"B008"
"Cooler_10",2026-06-02 07:00:00,"1C60",8,32,18,38.8,84.1,34.4110219456318,4.38897805436817,"B001"
"Cooler_10",2026-06-02 07:00:00,"1C94",8,32,6,42,78.7,35.8650448656576,6.13495513434245,"B002"
"Cooler_10",2026-06-02 07:00:00,"1CC4",24,32,20,38.4,78.2,32.2042930780358,6.1957069219642,"B003"
"Cooler_10",2026-06-02 07:00:00,"1EB4",0,20,6,41.2,74.1,33.5759242198202,7.62407578017981,"B004"
"Cooler_10",2026-06-02 07:00:00,"1EC8",36,32,18,40.2,76.7,33.4697911867955,6.73020881320455,"B005"
"Cooler_10",2026-06-02 07:00:00,"1F0C",36,32,6,38.2,87.4,34.7882376658866,3.41176233411336,"B006"
"Cooler_10",2026-06-02 07:00:00,"1EFO",24,32,6,39,85.4,34.9927223757292,4.00727762427077,"B007"
"Cooler_10",2026-06-02 07:00:00,"1F20",0,20,18,39.9,76.2,33.0156291242949,6.88437087570506,"B008"
